Unnamed: 0	season	division	round	localTeam	visitorTeam	localGoals	visitorGoals	date	timestamp
32221	2012-13	1	13	Atletico de Bilbao	Deportivo	1	1	25/11/2012	1353798000
32222	2012-13	1	13	Atletico de Madrid	Sevilla	4	0	25/11/2012	1353798000
32223	2012-13	1	13	Levante	Barcelona	0	4	25/11/2012	1353798000
32224	2012-13	1	13	Zaragoza	Celta de Vigo	0	1	26/11/2012	1353884400
32225	2012-13	1	14	Osasuna	Rayo Vallecano	1	0	30/11/2012	1354230000
32226	2012-13	1	14	Getafe	Malaga	1	0	01/12/2012	1354316400
32227	2012-13	1	14	Valencia	Real Sociedad	2	5	01/12/2012	1354316400
32228	2012-13	1	14	Barcelona	Atletico de Bilbao	5	1	01/12/2012	1354316400
32229	2012-13	1	14	Real Madrid	Atletico de Madrid	2	0	01/12/2012	1354316400
32230	2012-13	1	14	Granada	Espanol	0	0	02/12/2012	1354402800
32231	2012-13	1	14	Deportivo	Betis	2	3	02/12/2012	1354402800
32232	2012-13	1	14	Celta de Vigo	Levante	1	1	02/12/2012	1354402800
32233	2012-13	1	14	Mallorca	Zaragoza	1	1	02/12/2012	1354402800
32234	2012-13	1	14	Sevilla	Valladolid	1	2	03/12/2012	1354489200
32235	2012-13	1	15	Espanol	Sevilla	2	2	07/12/2012	1354834800
32236	2012-13	1	15	Real Sociedad	Getafe	1	1	08/12/2012	1354921200
32237	2012-13	1	15	Malaga	Granada	4	0	08/12/2012	1354921200
32238	2012-13	1	15	Valladolid	Real Madrid	2	3	08/12/2012	1354921200
32239	2012-13	1	15	Osasuna	Valencia	0	1	08/12/2012	1354921200
32240	2012-13	1	15	Levante	Mallorca	4	0	09/12/2012	1355007600
32241	2012-13	1	15	Atletico de Bilbao	Celta de Vigo	1	0	09/12/2012	1355007600
32242	2012-13	1	15	Atletico de Madrid	Deportivo	6	0	09/12/2012	1355007600
32243	2012-13	1	15	Betis	Barcelona	1	2	09/12/2012	1355007600
32244	2012-13	1	15	Rayo Vallecano	Zaragoza	0	2	10/12/2012	1355094000
32245	2012-13	1	16	Getafe	Osasuna	1	1	15/12/2012	1355526000
32246	2012-13	1	16	Mallorca	Atletico de Bilbao	0	1	15/12/2012	1355526000
32247	2012-13	1	16	Granada	Real Sociedad	0	0	15/12/2012	1355526000
32248	2012-13	1	16	Sevilla	Malaga	0	2	15/12/2012	1355526000
32249	2012-13	1	16	Zaragoza	Levante	0	1	16/12/2012	1355612400
32250	2012-13	1	16	Valencia	Rayo Vallecano	0	1	16/12/2012	1355612400
32251	2012-13	1	16	Real Madrid	Espanol	2	2	16/12/2012	1355612400
32252	2012-13	1	16	Barcelona	Atletico de Madrid	4	1	16/12/2012	1355612400
32253	2012-13	1	16	Deportivo	Valladolid	0	0	17/12/2012	1355698800
32254	2012-13	1	16	Celta de Vigo	Betis	0	1	17/12/2012	1355698800
32255	2012-13	1	17	Rayo Vallecano	Levante	3	0	20/12/2012	1355958000
32256	2012-13	1	17	Real Sociedad	Sevilla	2	1	20/12/2012	1355958000
32257	2012-13	1	17	Espanol	Deportivo	2	0	20/12/2012	1355958000
32258	2012-13	1	17	Valencia	Getafe	4	2	21/12/2012	1356044400
32259	2012-13	1	17	Atletico de Madrid	Celta de Vigo	1	0	21/12/2012	1356044400
32260	2012-13	1	17	Betis	Mallorca	1	2	22/12/2012	1356130800
32261	2012-13	1	17	Valladolid	Barcelona	1	3	22/12/2012	1356130800
32262	2012-13	1	17	Osasuna	Granada	1	2	22/12/2012	1356130800
32263	2012-13	1	17	Malaga	Real Madrid	3	2	22/12/2012	1356130800
32264	2012-13	1	17	Atletico de Bilbao	Zaragoza	0	2	22/12/2012	1356130800
32265	2012-13	1	18	Zaragoza	Betis	1	2	04/01/2013	1357254000
32266	2012-13	1	18	Levante	Atletico de Bilbao	3	1	05/01/2013	1357340400
32267	2012-13	1	18	Granada	Valencia	1	2	05/01/2013	1357340400
32268	2012-13	1	18	Deportivo	Malaga	1	0	05/01/2013	1357340400
32269	2012-13	1	18	Sevilla	Osasuna	1	0	05/01/2013	1357340400
32270	2012-13	1	18	Celta de Vigo	Valladolid	3	1	06/01/2013	1357426800
32271	2012-13	1	18	Real Madrid	Real Sociedad	4	3	06/01/2013	1357426800
32272	2012-13	1	18	Barcelona	Espanol	4	0	06/01/2013	1357426800
32273	2012-13	1	18	Mallorca	Atletico de Madrid	1	1	06/01/2013	1357426800
32274	2012-13	1	18	Rayo Vallecano	Getafe	3	1	07/01/2013	1357513200
32275	2012-13	1	19	Atletico de Bilbao	Rayo Vallecano	1	2	11/01/2013	1357858800
32276	2012-13	1	19	Valladolid	Mallorca	3	1	12/01/2013	1357945200
32277	2012-13	1	19	Espanol	Celta de Vigo	1	0	12/01/2013	1357945200
32278	2012-13	1	19	Osasuna	Real Madrid	0	0	12/01/2013	1357945200
32279	2012-13	1	19	Valencia	Sevilla	2	0	12/01/2013	1357945200
32280	2012-13	1	19	Betis	Levante	2	0	13/01/2013	1358031600
32281	2012-13	1	19	Real Sociedad	Deportivo	1	1	13/01/2013	1358031600
32282	2012-13	1	19	Atletico de Madrid	Zaragoza	2	0	13/01/2013	1358031600
32283	2012-13	1	19	Malaga	Barcelona	1	3	13/01/2013	1358031600
32284	2012-13	1	19	Getafe	Granada	2	2	14/01/2013	1358118000
32285	2012-13	1	20	Espanol	Mallorca	3	2	18/01/2013	1358463600
32286	2012-13	1	20	Granada	Rayo Vallecano	2	0	19/01/2013	1358550000
32287	2012-13	1	20	Real Sociedad	Barcelona	3	2	19/01/2013	1358550000
32288	2012-13	1	20	Getafe	Sevilla	1	1	19/01/2013	1358550000
32289	2012-13	1	20	Malaga	Celta de Vigo	1	1	19/01/2013	1358550000
32290	2012-13	1	20	Osasuna	Deportivo	2	1	20/01/2013	1358636400
32291	2012-13	1	20	Valladolid	Zaragoza	2	0	20/01/2013	1358636400
32292	2012-13	1	20	Atletico de Madrid	Levante	2	0	20/01/2013	1358636400
32293	2012-13	1	20	Valencia	Real Madrid	0	5	20/01/2013	1358636400
32294	2012-13	1	20	Betis	Atletico de Bilbao	1	1	21/01/2013	1358722800
32295	2012-13	1	21	Celta de Vigo	Real Sociedad	1	1	26/01/2013	1359154800
32296	2012-13	1	21	Levante	Valladolid	2	1	26/01/2013	1359154800
32297	2012-13	1	21	Zaragoza	Espanol	0	0	26/01/2013	1359154800
32298	2012-13	1	21	Deportivo	Valencia	2	3	26/01/2013	1359154800
32299	2012-13	1	21	Real Madrid	Getafe	4	0	27/01/2013	1359241200
32300	2012-13	1	21	Rayo Vallecano	Betis	3	0	27/01/2013	1359241200
32301	2012-13	1	21	Barcelona	Osasuna	5	1	27/01/2013	1359241200
32302	2012-13	1	21	Atletico de Bilbao	Atletico de Madrid	3	0	27/01/2013	1359241200
32303	2012-13	1	21	Mallorca	Malaga	2	3	27/01/2013	1359241200
32304	2012-13	1	21	Sevilla	Granada	3	0	28/01/2013	1359327600
32305	2012-13	1	22	Valladolid	Atletico de Bilbao	2	2	01/02/2013	1359673200
32306	2012-13	1	22	Osasuna	Celta de Vigo	1	0	02/02/2013	1359759600
32307	2012-13	1	22	Getafe	Deportivo	3	1	02/02/2013	1359759600
32308	2012-13	1	22	Espanol	Levante	3	2	02/02/2013	1359759600
32309	2012-13	1	22	Granada	Real Madrid	1	0	02/02/2013	1359759600
32310	2012-13	1	22	Malaga	Zaragoza	1	1	03/02/2013	1359846000
32311	2012-13	1	22	Sevilla	Rayo Vallecano	2	1	03/02/2013	1359846000
32312	2012-13	1	22	Valencia	Barcelona	1	1	03/02/2013	1359846000
32313	2012-13	1	22	Atletico de Madrid	Betis	1	0	03/02/2013	1359846000
32314	2012-13	1	22	Real Sociedad	Mallorca	3	0	03/02/2013	1359846000
32315	2012-13	1	23	Mallorca	Osasuna	1	1	09/02/2013	1360364400
32316	2012-13	1	23	Celta de Vigo	Valencia	0	1	09/02/2013	1360364400
32317	2012-13	1	23	Levante	Malaga	1	2	09/02/2013	1360364400
32318	2012-13	1	23	Deportivo	Granada	0	3	09/02/2013	1360364400
32319	2012-13	1	23	Real Madrid	Sevilla	4	1	09/02/2013	1360364400
32320	2012-13	1	23	Barcelona	Getafe	6	1	10/02/2013	1360450800
32321	2012-13	1	23	Zaragoza	Real Sociedad	1	2	10/02/2013	1360450800
32322	2012-13	1	23	Atletico de Bilbao	Espanol	0	4	10/02/2013	1360450800
32323	2012-13	1	23	Rayo Vallecano	Atletico de Madrid	2	1	10/02/2013	1360450800
32324	2012-13	1	23	Betis	Valladolid	0	0	11/02/2013	1360537200
32325	2012-13	1	24	Sevilla	Deportivo	3	1	15/02/2013	1360882800
32326	2012-13	1	24	Getafe	Celta de Vigo	3	1	16/02/2013	1360969200
32327	2012-13	1	24	Malaga	Atletico de Bilbao	1	0	16/02/2013	1360969200
32328	2012-13	1	24	Granada	Barcelona	1	2	16/02/2013	1360969200
32329	2012-13	1	24	Osasuna	Zaragoza	1	0	16/02/2013	1360969200
32330	2012-13	1	24	Real Sociedad	Levante	1	1	17/02/2013	1361055600
32331	2012-13	1	24	Valencia	Mallorca	2	0	17/02/2013	1361055600
32332	2012-13	1	24	Valladolid	Atletico de Madrid	0	3	17/02/2013	1361055600
32333	2012-13	1	24	Espanol	Betis	1	0	17/02/2013	1361055600
32334	2012-13	1	24	Real Madrid	Rayo Vallecano	2	0	17/02/2013	1361055600
32335	2012-13	1	25	Atletico de Bilbao	Real Sociedad	1	3	22/02/2013	1361487600
32336	2012-13	1	25	Mallorca	Getafe	1	3	23/02/2013	1361574000
32337	2012-13	1	25	Zaragoza	Valencia	2	2	23/02/2013	1361574000
32338	2012-13	1	25	Deportivo	Real Madrid	1	2	23/02/2013	1361574000
32339	2012-13	1	25	Barcelona	Sevilla	2	1	23/02/2013	1361574000
32340	2012-13	1	25	Rayo Vallecano	Valladolid	1	2	24/02/2013	1361660400
32341	2012-13	1	25	Celta de Vigo	Granada	2	1	24/02/2013	1361660400
32342	2012-13	1	25	Atletico de Madrid	Espanol	1	0	24/02/2013	1361660400
32343	2012-13	1	25	Betis	Malaga	3	0	24/02/2013	1361660400
32344	2012-13	1	25	Levante	Osasuna	0	2	25/02/2013	1361746800
32345	2012-13	1	26	Getafe	Zaragoza	2	0	01/03/2013	1362092400
32346	2012-13	1	26	Real Madrid	Barcelona	2	1	02/03/2013	1362178800
32347	2012-13	1	26	Deportivo	Rayo Vallecano	0	0	02/03/2013	1362178800
32348	2012-13	1	26	Osasuna	Atletico de Bilbao	0	1	02/03/2013	1362178800
32349	2012-13	1	26	Valencia	Levante	2	2	02/03/2013	1362178800
32350	2012-13	1	26	Granada	Mallorca	1	2	03/03/2013	1362265200
32351	2012-13	1	26	Espanol	Valladolid	0	0	03/03/2013	1362265200
32352	2012-13	1	26	Malaga	Atletico de Madrid	0	0	03/03/2013	1362265200
32353	2012-13	1	26	Real Sociedad	Betis	3	3	03/03/2013	1362265200
32354	2012-13	1	26	Sevilla	Celta de Vigo	4	1	04/03/2013	1362351600
32355	2012-13	1	27	Betis	Osasuna	2	1	08/03/2013	1362697200
32356	2012-13	1	27	Rayo Vallecano	Espanol	2	0	09/03/2013	1362783600
32357	2012-13	1	27	Valladolid	Malaga	1	1	09/03/2013	1362783600
32358	2012-13	1	27	Barcelona	Deportivo	2	0	09/03/2013	1362783600
32359	2012-13	1	27	Mallorca	Sevilla	2	1	09/03/2013	1362783600
32360	2012-13	1	27	Atletico de Bilbao	Valencia	1	0	10/03/2013	1362870000
32361	2012-13	1	27	Levante	Getafe	0	0	10/03/2013	1362870000
32362	2012-13	1	27	Celta de Vigo	Real Madrid	1	2	10/03/2013	1362870000
32363	2012-13	1	27	Atletico de Madrid	Real Sociedad	0	1	10/03/2013	1362870000
32364	2012-13	1	27	Zaragoza	Granada	0	0	11/03/2013	1362956400
32365	2012-13	1	28	Deportivo	Celta de Vigo	3	1	15/03/2013	1363302000
32366	2012-13	1	28	Real Sociedad	Valladolid	4	1	16/03/2013	1363388400
32367	2012-13	1	28	Getafe	Atletico de Bilbao	1	0	16/03/2013	1363388400
32368	2012-13	1	28	Real Madrid	Mallorca	5	2	16/03/2013	1363388400
32369	2012-13	1	28	Valencia	Betis	3	0	16/03/2013	1363388400
32370	2012-13	1	28	Malaga	Espanol	0	2	17/03/2013	1363474800
32371	2012-13	1	28	Sevilla	Zaragoza	4	0	17/03/2013	1363474800
32372	2012-13	1	28	Osasuna	Atletico de Madrid	0	2	17/03/2013	1363474800
32373	2012-13	1	28	Granada	Levante	1	1	17/03/2013	1363474800
32374	2012-13	1	28	Barcelona	Rayo Vallecano	3	1	17/03/2013	1363474800
32375	2012-13	1	29	Rayo Vallecano	Malaga	1	3	30/03/2013	1364598000
32376	2012-13	1	29	Celta de Vigo	Barcelona	2	2	30/03/2013	1364598000
32377	2012-13	1	29	Zaragoza	Real Madrid	1	1	30/03/2013	1364598000
32378	2012-13	1	29	Levante	Sevilla	1	0	30/03/2013	1364598000
32379	2012-13	1	29	Valladolid	Osasuna	1	3	31/03/2013	1364684400
32380	2012-13	1	29	Mallorca	Deportivo	2	3	31/03/2013	1364684400
32381	2012-13	1	29	Espanol	Real Sociedad	2	2	31/03/2013	1364684400
32382	2012-13	1	29	Atletico de Madrid	Valencia	1	1	31/03/2013	1364684400
32383	2012-13	1	29	Atletico de Bilbao	Granada	1	0	01/04/2013	1364767200
32384	2012-13	1	29	Betis	Getafe	0	0	01/04/2013	1364767200
32385	2012-13	1	30	Granada	Betis	1	5	05/04/2013	1365112800
32386	2012-13	1	30	Real Sociedad	Malaga	4	2	06/04/2013	1365199200
32387	2012-13	1	30	Real Madrid	Levante	5	1	06/04/2013	1365199200
32388	2012-13	1	30	Deportivo	Zaragoza	3	2	06/04/2013	1365199200
32389	2012-13	1	30	Barcelona	Mallorca	5	0	06/04/2013	1365199200
32390	2012-13	1	30	Celta de Vigo	Rayo Vallecano	0	2	07/04/2013	1365285600
32391	2012-13	1	30	Osasuna	Espanol	0	2	07/04/2013	1365285600
32392	2012-13	1	30	Getafe	Atletico de Madrid	0	0	07/04/2013	1365285600
32393	2012-13	1	30	Valencia	Valladolid	2	1	07/04/2013	1365285600
32394	2012-13	1	30	Sevilla	Atletico de Bilbao	2	1	08/04/2013	1365372000
32395	2012-13	1	31	Betis	Sevilla	3	3	12/04/2013	1365717600
32396	2012-13	1	31	Valladolid	Getafe	2	1	13/04/2013	1365804000
32397	2012-13	1	31	Levante	Deportivo	0	4	13/04/2013	1365804000
32398	2012-13	1	31	Espanol	Valencia	3	3	13/04/2013	1365804000
32399	2012-13	1	31	Malaga	Osasuna	1	0	13/04/2013	1365804000
32400	2012-13	1	31	Rayo Vallecano	Real Sociedad	0	2	14/04/2013	1365890400
32401	2012-13	1	31	Atletico de Madrid	Granada	5	0	14/04/2013	1365890400
32402	2012-13	1	31	Zaragoza	Barcelona	0	3	14/04/2013	1365890400
32403	2012-13	1	31	Atletico de Bilbao	Real Madrid	0	3	14/04/2013	1365890400
32404	2012-13	1	31	Mallorca	Celta de Vigo	1	0	15/04/2013	1365976800
32405	2012-13	1	32	Mallorca	Rayo Vallecano	1	1	19/04/2013	1366322400
32406	2012-13	1	32	Granada	Valladolid	1	1	20/04/2013	1366408800
32407	2012-13	1	32	Real Madrid	Betis	3	1	20/04/2013	1366408800
32408	2012-13	1	32	Barcelona	Levante	1	0	20/04/2013	1366408800
32409	2012-13	1	32	Valencia	Malaga	5	1	20/04/2013	1366408800
32410	2012-13	1	32	Getafe	Espanol	0	2	21/04/2013	1366495200
32411	2012-13	1	32	Deportivo	Atletico de Bilbao	1	1	21/04/2013	1366495200
32412	2012-13	1	32	Osasuna	Real Sociedad	0	0	21/04/2013	1366495200
32413	2012-13	1	32	Sevilla	Atletico de Madrid	0	1	21/04/2013	1366495200
32414	2012-13	1	32	Celta de Vigo	Zaragoza	2	1	22/04/2013	1366581600
32415	2012-13	1	33	Rayo Vallecano	Osasuna	2	2	26/04/2013	1366927200
32416	2012-13	1	33	Levante	Celta de Vigo	0	1	27/04/2013	1367013600
32417	2012-13	1	33	Atletico de Bilbao	Barcelona	2	2	27/04/2013	1367013600
32418	2012-13	1	33	Atletico de Madrid	Real Madrid	1	2	27/04/2013	1367013600
32419	2012-13	1	33	Zaragoza	Mallorca	3	2	27/04/2013	1367013600
32420	2012-13	1	33	Espanol	Granada	0	1	28/04/2013	1367100000
32421	2012-13	1	33	Malaga	Getafe	2	1	28/04/2013	1367100000
32422	2012-13	1	33	Valladolid	Sevilla	1	1	28/04/2013	1367100000
32423	2012-13	1	33	Real Sociedad	Valencia	4	2	28/04/2013	1367100000
32424	2012-13	1	33	Betis	Deportivo	1	1	29/04/2013	1367186400
32425	2012-13	1	34	Celta de Vigo	Atletico de Bilbao	1	1	03/05/2013	1367532000
32426	2012-13	1	34	Valencia	Osasuna	4	0	04/05/2013	1367618400
32427	2012-13	1	34	Granada	Malaga	1	0	04/05/2013	1367618400
32428	2012-13	1	34	Real Madrid	Valladolid	4	3	04/05/2013	1367618400
32429	2012-13	1	34	Deportivo	Atletico de Madrid	0	0	04/05/2013	1367618400
32430	2012-13	1	34	Mallorca	Levante	1	1	05/05/2013	1367704800
32431	2012-13	1	34	Zaragoza	Rayo Vallecano	3	0	05/05/2013	1367704800
32432	2012-13	1	34	Sevilla	Espanol	3	0	05/05/2013	1367704800
32433	2012-13	1	34	Barcelona	Betis	4	2	05/05/2013	1367704800
32434	2012-13	1	34	Getafe	Real Sociedad	2	1	06/05/2013	1367791200
32435	2012-13	1	35	Levante	Zaragoza	0	0	10/05/2013	1368136800
32436	2012-13	1	35	Atletico de Bilbao	Mallorca	2	1	11/05/2013	1368223200
32437	2012-13	1	35	Valladolid	Deportivo	1	0	11/05/2013	1368223200
32438	2012-13	1	35	Osasuna	Getafe	1	0	11/05/2013	1368223200
32439	2012-13	1	35	Espanol	Real Madrid	1	1	11/05/2013	1368223200
32440	2012-13	1	35	Rayo Vallecano	Valencia	0	4	12/05/2013	1368309600
32441	2012-13	1	35	Betis	Celta de Vigo	1	0	12/05/2013	1368309600
32442	2012-13	1	35	Atletico de Madrid	Barcelona	1	2	12/05/2013	1368309600
32443	2012-13	1	35	Malaga	Sevilla	0	0	12/05/2013	1368309600
32444	2012-13	1	35	Real Sociedad	Granada	2	2	13/05/2013	1368396000
32445	2012-13	1	36	Celta de Vigo	Atletico de Madrid	1	3	08/05/2013	1367964000
32446	2012-13	1	36	Real Madrid	Malaga	6	2	08/05/2013	1367964000
32447	2012-13	1	36	Getafe	Valencia	0	1	18/05/2013	1368828000
32448	2012-13	1	36	Granada	Osasuna	3	0	18/05/2013	1368828000
32449	2012-13	1	36	Sevilla	Real Sociedad	1	2	18/05/2013	1368828000
32450	2012-13	1	36	Levante	Rayo Vallecano	2	3	19/05/2013	1368914400
32451	2012-13	1	36	Deportivo	Espanol	2	0	19/05/2013	1368914400
32452	2012-13	1	36	Zaragoza	Atletico de Bilbao	1	2	19/05/2013	1368914400
32453	2012-13	1	36	Barcelona	Valladolid	2	1	19/05/2013	1368914400
32454	2012-13	1	36	Mallorca	Betis	1	0	20/05/2013	1369000800
32455	2012-13	1	37	Getafe	Rayo Vallecano	1	2	26/05/2013	1369519200
32456	2012-13	1	37	Valencia	Granada	1	0	26/05/2013	1369519200
32457	2012-13	1	37	Osasuna	Sevilla	2	1	26/05/2013	1369519200
32458	2012-13	1	37	Real Sociedad	Real Madrid	3	3	26/05/2013	1369519200
32459	2012-13	1	37	Malaga	Deportivo	3	1	26/05/2013	1369519200
32460	2012-13	1	37	Espanol	Barcelona	0	2	26/05/2013	1369519200
32461	2012-13	1	37	Valladolid	Celta de Vigo	0	2	26/05/2013	1369519200
32462	2012-13	1	37	Atletico de Madrid	Mallorca	0	0	26/05/2013	1369519200
32463	2012-13	1	37	Betis	Zaragoza	4	0	26/05/2013	1369519200
32464	2012-13	1	37	Atletico de Bilbao	Levante	0	1	26/05/2013	1369519200
32465	2012-13	1	38	Real Madrid	Osasuna	4	2	01/06/2013	1370037600
32466	2012-13	1	38	Barcelona	Malaga	4	1	01/06/2013	1370037600
32467	2012-13	1	38	Granada	Getafe	2	0	01/06/2013	1370037600
32468	2012-13	1	38	Sevilla	Valencia	4	3	01/06/2013	1370037600
32469	2012-13	1	38	Deportivo	Real Sociedad	0	1	01/06/2013	1370037600
32470	2012-13	1	38	Celta de Vigo	Espanol	1	0	01/06/2013	1370037600
32471	2012-13	1	38	Mallorca	Valladolid	4	2	01/06/2013	1370037600
32472	2012-13	1	38	Zaragoza	Atletico de Madrid	1	3	01/06/2013	1370037600
32473	2012-13	1	38	Levante	Betis	1	1	01/06/2013	1370037600
32474	2012-13	1	38	Rayo Vallecano	Atletico de Bilbao	2	2	01/06/2013	1370037600
32937	2013-14	1	1	Real Sociedad	Getafe	2	0	17/08/2013	1376690400
32938	2013-14	1	1	Valladolid	Atletico de Bilbao	1	2	17/08/2013	1376690400
32939	2013-14	1	1	Valencia	Malaga	1	0	17/08/2013	1376690400
32940	2013-14	1	1	Barcelona	Levante	7	0	18/08/2013	1376776800
32941	2013-14	1	1	Real Madrid	Betis	2	1	18/08/2013	1376776800
32942	2013-14	1	1	Osasuna	Granada	1	2	18/08/2013	1376776800
32943	2013-14	1	1	Sevilla	Atletico de Madrid	1	3	18/08/2013	1376776800
32944	2013-14	1	1	Rayo Vallecano	Elche	3	0	19/08/2013	1376863200
32945	2013-14	1	1	Celta de Vigo	Espanol	2	2	19/08/2013	1376863200
32946	2013-14	1	1	Almeria	Villarreal	2	3	19/08/2013	1376863200
32947	2013-14	1	2	Getafe	Almeria	2	2	23/08/2013	1377208800
32948	2013-14	1	2	Atletico de Bilbao	Osasuna	2	0	23/08/2013	1377208800
32949	2013-14	1	2	Elche	Real Sociedad	1	1	24/08/2013	1377295200
32950	2013-14	1	2	Espanol	Valencia	3	1	24/08/2013	1377295200
32951	2013-14	1	2	Villarreal	Valladolid	2	1	24/08/2013	1377295200
32952	2013-14	1	2	Atletico de Madrid	Rayo Vallecano	5	0	25/08/2013	1377381600
32953	2013-14	1	2	Levante	Sevilla	0	0	25/08/2013	1377381600
32954	2013-14	1	2	Malaga	Barcelona	0	1	25/08/2013	1377381600
32955	2013-14	1	2	Betis	Celta de Vigo	1	2	25/08/2013	1377381600
32956	2013-14	1	2	Granada	Real Madrid	0	1	26/08/2013	1377468000
32957	2013-14	1	3	Almeria	Elche	2	2	30/08/2013	1377813600
32958	2013-14	1	3	Rayo Vallecano	Levante	1	2	30/08/2013	1377813600
32959	2013-14	1	3	Celta de Vigo	Granada	1	1	31/08/2013	1377900000
32960	2013-14	1	3	Valladolid	Getafe	1	0	31/08/2013	1377900000
32961	2013-14	1	3	Osasuna	Villarreal	0	3	31/08/2013	1377900000
32962	2013-14	1	3	Real Madrid	Atletico de Bilbao	3	1	01/09/2013	1377986400
32963	2013-14	1	3	Espanol	Betis	0	0	01/09/2013	1377986400
32964	2013-14	1	3	Real Sociedad	Atletico de Madrid	1	2	01/09/2013	1377986400
32965	2013-14	1	3	Sevilla	Malaga	2	2	01/09/2013	1377986400
32966	2013-14	1	3	Valencia	Barcelona	2	3	01/09/2013	1377986400
32967	2013-14	1	4	Atletico de Madrid	Almeria	4	2	14/09/2013	1379109600
32968	2013-14	1	4	Levante	Real Sociedad	0	0	14/09/2013	1379109600
32969	2013-14	1	4	Barcelona	Sevilla	3	2	14/09/2013	1379109600
32970	2013-14	1	4	Villarreal	Real Madrid	2	2	14/09/2013	1379109600
32971	2013-14	1	4	Granada	Espanol	0	1	15/09/2013	1379196000
32972	2013-14	1	4	Getafe	Osasuna	2	1	15/09/2013	1379196000
32973	2013-14	1	4	Malaga	Rayo Vallecano	5	0	15/09/2013	1379196000
32974	2013-14	1	4	Betis	Valencia	3	1	15/09/2013	1379196000
32975	2013-14	1	4	Elche	Valladolid	0	0	16/09/2013	1379282400
32976	2013-14	1	4	Atletico de Bilbao	Celta de Vigo	3	2	16/09/2013	1379282400
32977	2013-14	1	5	Osasuna	Elche	2	1	20/09/2013	1379628000
32978	2013-14	1	5	Real Sociedad	Malaga	0	0	21/09/2013	1379714400
32979	2013-14	1	5	Almeria	Levante	2	2	21/09/2013	1379714400
32980	2013-14	1	5	Rayo Vallecano	Barcelona	0	4	21/09/2013	1379714400
32981	2013-14	1	5	Valladolid	Atletico de Madrid	0	2	21/09/2013	1379714400
32982	2013-14	1	5	Betis	Granada	0	0	22/09/2013	1379800800
32983	2013-14	1	5	Celta de Vigo	Villarreal	0	0	22/09/2013	1379800800
32984	2013-14	1	5	Real Madrid	Getafe	4	1	22/09/2013	1379800800
32985	2013-14	1	5	Valencia	Sevilla	3	1	22/09/2013	1379800800
32986	2013-14	1	5	Espanol	Atletico de Bilbao	3	2	23/09/2013	1379887200
32987	2013-14	1	6	Levante	Valladolid	1	1	24/09/2013	1379973600
32988	2013-14	1	6	Barcelona	Real Sociedad	4	1	24/09/2013	1379973600
32989	2013-14	1	6	Atletico de Madrid	Osasuna	2	1	24/09/2013	1379973600
32990	2013-14	1	6	Malaga	Almeria	2	0	24/09/2013	1379973600
32991	2013-14	1	6	Granada	Valencia	0	1	25/09/2013	1380060000
32992	2013-14	1	6	Sevilla	Rayo Vallecano	4	1	25/09/2013	1380060000
32993	2013-14	1	6	Elche	Real Madrid	1	2	25/09/2013	1380060000
32994	2013-14	1	6	Atletico de Bilbao	Betis	2	1	26/09/2013	1380146400
32995	2013-14	1	6	Villarreal	Espanol	2	1	26/09/2013	1380146400
32996	2013-14	1	6	Getafe	Celta de Vigo	2	0	26/09/2013	1380146400
32997	2013-14	1	7	Valladolid	Malaga	2	2	27/09/2013	1380232800
32998	2013-14	1	7	Valencia	Rayo Vallecano	1	0	28/09/2013	1380319200
32999	2013-14	1	7	Almeria	Barcelona	0	2	28/09/2013	1380319200
33000	2013-14	1	7	Real Sociedad	Sevilla	1	1	28/09/2013	1380319200
33001	2013-14	1	7	Real Madrid	Atletico de Madrid	0	1	28/09/2013	1380319200
33002	2013-14	1	7	Osasuna	Levante	0	1	29/09/2013	1380405600
33003	2013-14	1	7	Celta de Vigo	Elche	0	1	29/09/2013	1380405600
33004	2013-14	1	7	Espanol	Getafe	0	2	29/09/2013	1380405600
33005	2013-14	1	7	Betis	Villarreal	1	0	29/09/2013	1380405600
33006	2013-14	1	7	Granada	Atletico de Bilbao	2	0	30/09/2013	1380492000
33007	2013-14	1	8	Villarreal	Granada	3	0	04/10/2013	1380837600
33008	2013-14	1	8	Malaga	Osasuna	0	1	04/10/2013	1380837600
33009	2013-14	1	8	Elche	Espanol	2	1	05/10/2013	1380924000
33010	2013-14	1	8	Rayo Vallecano	Real Sociedad	1	0	05/10/2013	1380924000
33011	2013-14	1	8	Levante	Real Madrid	2	3	05/10/2013	1380924000
33012	2013-14	1	8	Barcelona	Valladolid	4	1	05/10/2013	1380924000
33013	2013-14	1	8	Atletico de Madrid	Celta de Vigo	2	1	06/10/2013	1381010400
33014	2013-14	1	8	Sevilla	Almeria	2	1	06/10/2013	1381010400
33015	2013-14	1	8	Getafe	Betis	3	1	06/10/2013	1381010400
33016	2013-14	1	8	Atletico de Bilbao	Valencia	1	1	06/10/2013	1381010400
33017	2013-14	1	9	Real Madrid	Malaga	2	0	19/10/2013	1382133600
33018	2013-14	1	9	Valencia	Real Sociedad	1	2	19/10/2013	1382133600
33019	2013-14	1	9	Osasuna	Barcelona	0	0	19/10/2013	1382133600
33020	2013-14	1	9	Espanol	Atletico de Madrid	1	0	19/10/2013	1382133600
33021	2013-14	1	9	Granada	Getafe	0	2	20/10/2013	1382220000
33022	2013-14	1	9	Almeria	Rayo Vallecano	0	1	20/10/2013	1382220000
33023	2013-14	1	9	Betis	Elche	1	2	20/10/2013	1382220000
